,PC1,PC2,PC3,PC4,PC5,cluster
0,1.0441078239218753,1.893783125116676,-0.08551936798581988,1.596442196766652,-0.67425616307853,0
1,1.7334487095183464,-1.3975030920742384,-1.0084372057780953,0.08678237931659506,0.05605427042583769,2
2,-0.16887844531693957,-3.380338580852469,0.9938804446081372,0.6732674633070889,0.11550622311151872,2
3,2.23452867120545,0.8730914862392386,-1.3954257261782343,0.3334588062646954,-0.7246947951263502,0
4,-4.0756255458536215,0.4012170583927911,-2.070288209380853,0.9961400759907075,-0.10166962722068407,1
5,1.5241663946153028,-0.9299225141577717,0.10540694345581407,-1.5471689271935996,0.14804466180313963,2
6,-1.7133116756002866,-0.6160131517663109,-1.023983306435421,-0.2955528391973084,-0.1589044672013138,1
7,1.7507642476556815,-1.3249148681934961,0.571682057105193,0.3381148900520266,1.223903168479505,2
8,-2.4784050926745604,0.349571877765723,0.5513214419941624,-1.1999061821963648,-0.9278975132477275,1
9,-0.722876198820493,-2.1989192539961357,0.1959836744687107,-0.08662709764626057,-0.6640897989470768,2
10,1.4420571559103217,1.7071676805306044,-0.5757440557033195,0.23014529211761436,0.8215953243815607,0
11,-0.3791166092490385,0.21679789257763202,0.20810754353653374,-1.1340526220055926,-0.3234845782876468,1
12,1.2489113500505975,1.6554317767576783,0.24166557922788107,-0.2338355941297486,0.1608107490416263,0
13,0.010811109353089701,0.7255577894346703,-0.8765004212410433,0.2603703204403482,-0.09891465647694357,0
14,-2.2704849529908504,0.3516115620714342,-1.5417743887332525,-0.4816205809105525,-0.18102171619488389,1
15,-0.717200657446595,1.4609627550855446,0.17791697045531296,-0.11085690361752841,1.108682729237231,1
16,0.9483302713664791,-1.3872531268944228,1.1791920048079356,1.5428512951875781,0.36394278286070203,2
17,-0.9029727714501897,0.6814959532627611,0.6662361114725475,0.9045463537588643,-0.39787107031709895,1
18,-2.501610225663503,0.3653176497823703,-0.8526278869648961,-0.37885139512302235,-0.48240950084893885,1
19,-2.3774629418160007,0.32232424117499014,-1.559319303551966,-0.5200893412394808,-0.15850962287306702,1
20,0.685954493785247,2.0429731296613327,-0.004632782981220486,-0.252703855759527,-0.01504001248642027,0
21,2.1351913351648037,3.781041175979347,0.836997047416653,0.05046485579146871,-0.0744971976665564,0
22,-1.030984316114156,-2.0857516164748047,-0.8260397965862936,-1.0151464777334285,0.6854910633148158,2
23,2.364678064537569,0.961801476077435,-0.284908724551519,0.3009663064646844,-0.32157453436714406,0
24,-1.6753774363640146,1.553397232676765,0.5811865743923519,1.1429461072666243,0.16387879763762417,1
25,-1.838215930615789,0.1596835254558919,-0.22101623023181693,1.2497104818151854,0.3438581189496654,1
26,2.390216838259533,0.9367633947277959,-0.2743022221003809,0.3411150771879554,-0.34654914379428614,0
27,-2.382487257717593,0.4993244605981183,-0.9050908041459759,-0.3730609175562993,-0.4530181411300227,1
28,-1.1015048411299135,1.0723878585025566,1.1514615867624187,-0.6166973765346215,1.357597835325849,1
29,-0.09829369355210496,-2.133278239228955,0.7761426281491633,0.537295801601286,-0.7664573701560345,2
30,1.7453386991737865,-1.0507198076015503,0.7737517979915964,0.38323588131343467,-0.6020441019257537,0
31,-0.612943315382705,-1.7695474161860913,-0.8009823167761521,-0.8878838188503491,0.6968914472210795,2
32,-3.273233937514668,0.2702392191193691,-0.13573713040395582,0.47656805037298233,0.4331631859778965,1
33,0.8598360581042747,-1.7489127747804554,0.7188480531494,0.12752049612050229,-0.5631955661233777,2
34,2.029987896089877,2.2722519246111137,0.2600420816979418,0.02208901228549241,0.2051957580481527,0
35,2.171253983480423,-0.1335682672206643,0.607759916046423,-0.3843235756528404,0.6342482548780336,2
36,0.5937278857977417,-2.5166726645897124,0.4993519331069896,0.21455991114488426,-0.7974157852641403,2
37,-0.4455522057381912,1.1634831429628354,-0.9669491563224156,-0.5783959303482399,-0.46896925249041993,0
38,4.041410166917137,0.31125851710657515,-1.5489893448040084,-0.6363032645805565,0.5892920877502597,0
39,3.2930576537975242,0.3977680562085956,0.0911820681653465,0.029774060139656486,-0.8442817940471544,0
40,1.9622334831146981,-0.291670367365021,0.5952311761413519,-0.4479549050943805,0.6285480629249018,2
41,-3.985311123901245,0.4072128666404008,-2.0506671223200073,0.9792429636087155,-0.0793706416765474,1
42,-2.202197178918568,0.3540190091739256,0.6665575728952126,-0.30252024991801757,0.1467919066755371,1
43,-1.4162732064852868,1.7635599720229036,0.5414461734299724,1.184867481715437,0.18340299976638597,1
44,2.879311273225193,0.16641069829485725,1.0943194213879637,-0.47483523143636386,-0.33947102401123425,0
45,-2.405632863467281,0.1457205951520816,0.6809785049184549,-0.3687409354354133,0.18115677714330766,1
46,-1.1973685030185761,1.8245948042021587,0.2607163591980391,-0.15959704946991135,1.6755076324215565,1
47,0.8602919840080513,-2.332012738276713,0.5860833108941819,0.32247440861590687,-0.7372622557907881,2
48,-1.7884465050043858,1.6539630364568425,0.2875731583151331,-0.420685261799667,-1.5102505664175596,1
49,-0.9740707775205052,1.1891658630413373,2.6822040332761214,0.40155881991435605,-0.5918376887969493,1
50,-0.05964173684755667,1.57825044056499,-1.419419967665178,0.8854671115130691,0.059761538817752986,0
51,-0.20710668523777062,-2.1861010847153888,0.8577724617213535,-1.351612089363014,0.7875298814113774,2
52,-0.9343756950150067,-2.7656866398063817,0.7260276685288782,0.2827704838351273,-0.7892581379685613,2
53,2.4825144260565852,-0.25967842571846883,0.051673610996199194,-0.18460248690323083,-0.8920571712868219,0
54,1.2991093337019015,3.14863277540192,0.7868820877963686,-0.204060461974689,-0.09729796547908261,0
55,0.5026546405025085,-0.8975166096014234,-1.1104869357347338,-0.008847351661753827,-0.07213299482325243,2
56,-2.497082713286872,-3.5925508343989,0.10076993014178287,-0.6208403022911896,-0.7379036198470776,2
57,-3.211706212814559,-0.7521705471417506,0.3040757761702217,-1.1461967894102747,-0.4622621820591456,1
58,-1.1987682042222887,0.6694241283947551,-0.11485131355007891,1.4184285023133396,0.3631699885982332,1
59,0.3394105867138203,-1.70234495565667,0.8530137218352045,-1.199467583112583,0.8511893078919148,2
60,-1.0648517404714615,1.8288440437489644,0.28886777646789064,-0.08097951841771202,1.6280209296725974,1
61,-3.1711914259740923,0.39905399836728145,-0.1407533053175977,0.5017306194855938,0.4613754712528446,1
62,-0.7295321194324902,0.9646345575666392,-0.9948731839005365,-0.6833660979398246,-0.388045531401507,0
63,1.3607864562809182,-1.0208526127282225,1.1772998126897647,1.6727033101465143,0.3352781043460634,2
64,3.2830187820555117,0.1737798551502339,-0.4967325126941197,-1.5358012189591146,-0.37658815804724544,0
65,-0.19132227896751186,1.2471194240099752,-0.05124243532610389,-0.5077407956479352,-0.04714444826289972,0
66,-2.172887260465556,-0.6658372423947652,-0.7014635397093072,-0.7618724521455246,0.1734937087084366,1
67,1.3029990962124882,-1.6817229378833158,0.5856916193127418,0.2237606988259999,1.2086846202560064,2
68,-1.622898746340458,1.3702704743611418,1.813211821971562,0.26066543049329566,-0.31145451831474424,1
69,0.5311807161278255,-1.3047904198465152,0.12664006937390251,-1.3836123563038993,0.4585781581911256,2
70,-0.5869194460483916,-3.696542781141181,0.968822964797994,0.5460048044240086,0.10410583920525585,2
71,-1.3459952810514801,0.9999345813487647,2.7376488442082527,0.29511844949717125,-0.6293426561088895,1
72,-1.13854580058418,1.2059469067914945,0.22857299616553228,-0.21848734146148743,1.1328270655401926,1
73,-1.91381354638671,0.7363832364912165,0.5725981056103027,-0.9651262710525532,-0.9268322413531371,1
74,1.40993560359567,-0.5431729955614721,-1.167254685464447,0.3170474560965555,-0.7608045699873033,2
75,-0.8703915755275317,-0.100210084390855,0.11598223439810683,-1.2637902600525677,-0.3560048732940786,1
76,-0.2686622372132824,1.4201483404206339,-1.4319487075702493,0.8218357820715291,0.05406134686462216,0
77,-0.6284583849748397,1.4041803115152602,1.208257523722786,-0.4908340063006247,1.3474139780381116,1
78,3.5044255077175617,0.3673162578003841,-0.4156250758225241,-1.4943458573440398,-0.3686766723049404,0
79,-1.330521709523029,0.6707483541574578,0.41683443531586284,-0.5735148244364174,-0.4109604544809613,1
80,-1.9477724423805236,1.2312106473188134,1.7704554925545068,0.17378244271047702,-0.3144790863848714,1
81,-0.7397218353948511,-3.311936600243958,-0.8177293463348497,2.031663360433295,0.5367344115260538,2
82,2.1514897102497965,-1.081298891785526,-0.9833797259679533,0.21404503819967502,0.06745465433210183,2
83,1.3116805543452723,-0.7446277140062386,0.4159660465029186,0.03663574696082826,0.7573755386105494,2
84,-0.6726520191176463,-0.6410750244562422,-0.7330692773630163,-0.4519926442053575,1.0494340756470033,2
85,1.8842925009095681,-0.5720391632251428,0.9794065809951567,-0.8147018336367892,-0.3541479736012615,0
86,-0.37635001882163777,-0.4788663006158136,-0.7468514498788343,-0.3639910895187159,1.0980896422104554,2
87,1.6227435662515728,-0.4577108346139694,0.42347861149434757,0.1254296455149792,0.7912880158386295,2
88,1.8714931258976206,0.5724755386745172,-1.3887447488381524,0.20479685873253262,-0.7576794202266137,0
89,-2.3874925766482926,-0.773743028661634,-0.7409419515426909,-0.8229144255112083,0.12772845433440314,1
90,0.15784760531809922,-1.2129170332103623,-1.0684765862165924,-0.13363503138093644,-0.06241346762934701,2
91,-0.6939522710844639,0.8395980534071176,0.6787648513776183,0.9681776832004046,-0.3921708783639671,1
92,0.06105119953929607,-2.669935755190152,-0.7554970166251865,2.301686501932364,0.5156519526004433,2
93,3.091671558871732,-0.5477323580540114,0.20683012705836815,0.542758672685172,-0.44454784159762334,0
94,1.3804521405400534,2.155684387831829,-0.00720130382647486,1.6967452743287732,-0.6657460913616846,0
95,4.583671548718608,1.1060918971885159,-1.3551705880630531,-0.14365268246967736,0.11997010155942055,0
96,-2.425356412121068,1.1789407678845438,0.23224562759494422,-0.6935362097131419,-1.5357099592698638,1
97,2.7707463895719693,-0.7723101337118323,0.24302275934728312,0.3790122896694917,-0.47150300859147865,0
98,1.1047148765164656,-0.8803086535037521,-1.2080165752443406,0.2543037931818487,-0.7542241887103877,2
99,1.1663031105327755,1.410658356661954,-0.5953739907841271,0.12585356983055457,0.8315660738916177,0
